node_id,tipo_nodo,etiqueta,categoria_principal,confianza_categoria,categorias,polaridad,polaridad_score,coincidencias_positivas,coincidencias_negativas,peso_coincidente
ganado,palabra,ganado,,0.0,,positiva,1.0,1.0,0.0,1.0
entrenadora,palabra,entrenadora,,0.0,,neutral,0.0,0.0,0.0,0.0
ponce,palabra,ponce,,0.0,,neutral,0.0,0.0,0.0,0.0
malandro,palabra,malandro,Delitos,0.7981,Delitos,neutral,0.0,0.0,0.0,1.0
corrupta,palabra,corrupta,Corrupcion,0.8258,Corrupcion,negativa,-1.0,0.0,1.0,1.0
gremio,palabra,gremio,,0.0,,neutral,0.0,0.0,0.0,0.0
hrs,palabra,hrs,,0.0,,neutral,0.0,0.0,0.0,0.0
nahle,palabra,nahle,,0.0,,neutral,0.0,0.0,0.0,0.0
acordar,palabra,acordar,,0.0,,neutral,0.0,0.0,0.0,0.0
global,palabra,global,,0.0,,neutral,0.0,0.0,0.0,0.0
duermar,palabra,duermar,,0.0,,neutral,0.0,0.0,0.0,0.0
noticias,palabra,noticias,,0.0,,neutral,0.0,0.0,0.0,0.0
apreciable,palabra,apreciable,,0.0,,positiva,1.0,1.0,0.0,1.0
formula,palabra,formula,,0.0,,neutral,0.0,0.0,0.0,0.0
respaldar,palabra,respaldar,,0.0,,positiva,1.0,1.0,0.0,1.0
pollito,palabra,pollito,,0.0,,neutral,0.0,0.0,0.0,0.0
orquesta,palabra,orquesta,,0.0,,neutral,0.0,0.0,0.0,0.0
dedicado,palabra,dedicado,,0.0,,positiva,1.0,1.0,0.0,1.0
debut,palabra,debut,,0.0,,neutral,0.0,0.0,0.0,0.0
decidido,palabra,decidido,,0.0,,neutral,0.0,0.0,0.0,0.0
municipales,palabra,municipales,,0.0,,neutral,0.0,0.0,0.0,0.0
jodido,palabra,jodido,,0.0,,neutral,0.0,0.0,0.0,0.0
extraccion,palabra,extraccion,,0.0,,neutral,0.0,0.0,0.0,0.0
ritmo,palabra,ritmo,,0.0,,neutral,0.0,0.0,0.0,0.0
cola,palabra,cola,,0.0,,neutral,0.0,0.0,0.0,0.0
libertario,palabra,libertario,,0.0,,neutral,0.0,0.0,0.0,0.0
movistar,palabra,movistar,,0.0,,neutral,0.0,0.0,0.0,0.0
padrino,palabra,padrino,,0.0,,neutral,0.0,0.0,0.0,0.0
huerta,palabra,huerta,,0.0,,neutral,0.0,0.0,0.0,0.0
cia,palabra,cia,,0.0,,neutral,0.0,0.0,0.0,0.0
preocupado,palabra,preocupado,,0.0,,negativa,-1.0,0.0,1.0,1.0
confiable,palabra,confiable,,0.0,,positiva,1.0,1.0,0.0,1.0
caca,palabra,caca,,0.0,,negativa,-1.0,0.0,1.0,1.0
fake,palabra,fake,,0.0,,neutral,0.0,0.0,0.0,0.0
news,palabra,news,,0.0,,neutral,0.0,0.0,0.0,0.0
dispuesto,palabra,dispuesto,,0.0,,positiva,1.0,1.0,0.0,1.0
congresista,palabra,congresista,,0.0,,neutral,0.0,0.0,0.0,0.0
maton,palabra,maton,,0.0,,negativa,-1.0,0.0,1.0,1.0
vladimir,palabra,vladimir,,0.0,,neutral,0.0,0.0,0.0,0.0
miranda,palabra,miranda,,0.0,,neutral,0.0,0.0,0.0,0.0
posesion,palabra,posesion,,0.0,,neutral,0.0,0.0,0.0,0.0
previo,palabra,previo,,0.0,,neutral,0.0,0.0,0.0,0.0
coincidir,palabra,coincidir,,0.0,,negativa,-1.0,0.0,1.0,1.0
corrar,palabra,corrar,,0.0,,neutral,0.0,0.0,0.0,0.0
debil,palabra,debil,,0.0,,negativa,-1.0,0.0,1.0,1.0
pachuca,palabra,pachuca,,0.0,,neutral,0.0,0.0,0.0,0.0
competitivo,palabra,competitivo,,0.0,,positiva,1.0,1.0,0.0,1.0
yolanda,palabra,yolanda,,0.0,,neutral,0.0,0.0,0.0,0.0
desalojar,palabra,desalojar,,0.0,,neutral,0.0,0.0,0.0,0.0
inundar,palabra,inundar,Agua,0.5032,Agua,negativa,-1.0,0.0,1.0,1.0
directivo,palabra,directivo,,0.0,,neutral,0.0,0.0,0.0,0.0
aplauso,palabra,aplauso,,0.0,,neutral,0.0,0.0,0.0,0.0
dudser,palabra,dudser,,0.0,,neutral,0.0,0.0,0.0,0.0
lancha,palabra,lancha,,0.0,,neutral,0.0,0.0,0.0,0.0
trabajando,palabra,trabajando,,0.0,,neutral,0.0,0.0,0.0,0.0
ahorro,palabra,ahorro,,0.0,,positiva,1.0,1.0,0.0,1.0
destruido,palabra,destruido,,0.0,,neutral,0.0,0.0,0.0,0.0
solido,palabra,solido,,0.0,,positiva,1.0,1.0,0.0,1.0
factor,palabra,factor,,0.0,,neutral,0.0,0.0,0.0,0.0
coleccion,palabra,coleccion,,0.0,,neutral,0.0,0.0,0.0,0.0
rol,palabra,rol,,0.0,,neutral,0.0,0.0,0.0,0.0
facho,palabra,facho,,0.0,,neutral,0.0,0.0,0.0,0.0
chivo,palabra,chivo,,0.0,,neutral,0.0,0.0,0.0,0.0
palabras,palabra,palabras,,0.0,,neutral,0.0,0.0,0.0,0.0
correismo,palabra,correismo,,0.0,,neutral,0.0,0.0,0.0,0.0
dejar,palabra,dejar,,0.0,,negativa,-1.0,0.0,1.0,1.0
vida,palabra,vida,,0.0,,neutral,0.0,0.0,0.0,0.0
madre,palabra,madre,,0.0,,neutral,0.0,0.0,0.0,0.0
hijo,palabra,hijo,,0.0,,neutral,0.0,0.0,0.0,0.0
pedir,palabra,pedir,,0.0,,neutral,0.0,0.0,0.0,0.0
mano,palabra,mano,,0.0,,neutral,0.0,0.0,0.0,0.0
padre,palabra,padre,,0.0,,neutral,0.0,0.0,0.0,0.0
mama,palabra,mama,,0.0,,neutral,0.0,0.0,0.0,0.0
morir,palabra,morir,,0.0,,negativa,-1.0,0.0,1.0,1.0
nombre,palabra,nombre,,0.0,,neutral,0.0,0.0,0.0,0.0
hombre,palabra,hombre,,0.0,,neutral,0.0,0.0,0.0,0.0
vivo,palabra,vivo,,0.0,,positiva,1.0,1.0,0.0,1.0
voto,palabra,voto,,0.0,,neutral,0.0,0.0,0.0,0.0
hermano,palabra,hermano,,0.0,,neutral,0.0,0.0,0.0,0.0
papa,palabra,papa,,0.0,,neutral,0.0,0.0,0.0,0.0
dolor,palabra,dolor,,0.0,,negativa,-1.0,0.0,1.0,1.0
tocar,palabra,tocar,,0.0,,negativa,-1.0,0.0,1.0,1.0
cabeza,palabra,cabeza,,0.0,,neutral,0.0,0.0,0.0,0.0
llorar,palabra,llorar,,0.0,,negativa,-1.0,0.0,1.0,1.0
edad,palabra,edad,,0.0,,neutral,0.0,0.0,0.0,0.0
olvidar,palabra,olvidar,,0.0,,neutral,0.0,0.0,0.0,0.0
gobernar,palabra,gobernar,,0.0,,neutral,0.0,0.0,0.0,0.0
jamas,palabra,jamas,,0.0,,neutral,0.0,0.0,0.0,0.0
dema,palabra,dema,,0.0,,neutral,0.0,0.0,0.0,0.0
merecer,palabra,merecer,,0.0,,positiva,1.0,1.0,0.0,1.0
cielo,palabra,cielo,,0.0,,positiva,1.0,1.0,0.0,1.0
par,palabra,par,,0.0,,neutral,0.0,0.0,0.0,0.0
alma,palabra,alma,,0.0,,neutral,0.0,0.0,0.0,0.0
nacer,palabra,nacer,,0.0,,neutral,0.0,0.0,0.0,0.0
soberania,palabra,soberania,Morena,0.7653,Morena,neutral,0.0,0.0,0.0,1.0
alla,palabra,alla,,0.0,,neutral,0.0,0.0,0.0,0.0
energia,palabra,energia,Alumbrado,1.0,Alumbrado,positiva,1.0,1.0,0.0,1.0
granhermano,palabra,granhermano,,0.0,,neutral,0.0,0.0,0.0,0.0
republica,palabra,republica,,0.0,,neutral,0.0,0.0,0.0,0.0
asesinar,palabra,asesinar,,0.0,,negativa,-1.0,0.0,1.0,1.0
viajar,palabra,viajar,,0.0,,neutral,0.0,0.0,0.0,0.0
oposicion,palabra,oposicion,,0.0,,negativa,-1.0,0.0,1.0,1.0
herido,palabra,herido,,0.0,,neutral,0.0,0.0,0.0,0.0
minuto,palabra,minuto,,0.0,,neutral,0.0,0.0,0.0,0.0
porfavor,palabra,porfavor,,0.0,,neutral,0.0,0.0,0.0,0.0
pendiente,palabra,pendiente,,0.0,,positiva,1.0,1.0,0.0,1.0
hermosa,palabra,hermosa,,0.0,,neutral,0.0,0.0,0.0,0.0
doctora,palabra,doctora,,0.0,,neutral,0.0,0.0,0.0,0.0
profundo,palabra,profundo,,0.0,,positiva,1.0,1.0,0.0,1.0
imaginar,palabra,imaginar,,0.0,,negativa,-1.0,0.0,1.0,1.0
doler,palabra,doler,,0.0,,neutral,0.0,0.0,0.0,0.0
ensenar,palabra,ensenar,,0.0,,neutral,0.0,0.0,0.0,0.0
mente,palabra,mente,,0.0,,neutral,0.0,0.0,0.0,0.0
luna,palabra,luna,,0.0,,neutral,0.0,0.0,0.0,0.0
rendir,palabra,rendir,,0.0,,neutral,0.0,0.0,0.0,0.0
peru,palabra,peru,,0.0,,neutral,0.0,0.0,0.0,0.0
peruano,palabra,peruano,,0.0,,neutral,0.0,0.0,0.0,0.0
suerte,palabra,suerte,,0.0,,positiva,1.0,1.0,0.0,1.0
silencio,palabra,silencio,,0.0,,positiva,1.0,1.0,0.0,1.0
asustar,palabra,asustar,,0.0,,negativa,-1.0,0.0,1.0,1.0
presidencia,palabra,presidencia,,0.0,,neutral,0.0,0.0,0.0,0.0
paro,palabra,paro,,0.0,,neutral,0.0,0.0,0.0,0.0
hagan,palabra,hagan,,0.0,,neutral,0.0,0.0,0.0,0.0
borrar,palabra,borrar,,0.0,,neutral,0.0,0.0,0.0,0.0
decada,palabra,decada,,0.0,,neutral,0.0,0.0,0.0,0.0
rosario,palabra,rosario,,0.0,,neutral,0.0,0.0,0.0,0.0
vuelta,palabra,vuelta,,0.0,,neutral,0.0,0.0,0.0,0.0
gloria,palabra,gloria,,0.0,,positiva,1.0,1.0,0.0,1.0
amo,palabra,amo,,0.0,,positiva,1.0,1.0,0.0,1.0
tio,palabra,tio,,0.0,,neutral,0.0,0.0,0.0,0.0
peligro,palabra,peligro,,0.0,,negativa,-1.0,0.0,1.0,1.0
maestra,palabra,maestra,,0.0,,negativa,-1.0,0.0,1.0,1.0
combustible,palabra,combustible,,0.0,,neutral,0.0,0.0,0.0,0.0
volar,palabra,volar,,0.0,,neutral,0.0,0.0,0.0,0.0
caber,palabra,caber,,0.0,,neutral,0.0,0.0,0.0,0.0
negar,palabra,negar,,0.0,,negativa,-1.0,0.0,1.0,1.0
resto,palabra,resto,,0.0,,negativa,-1.0,0.0,1.0,1.0
amado,palabra,amado,,0.0,,positiva,1.0,1.0,0.0,1.0
vivar,palabra,vivar,,0.0,,neutral,0.0,0.0,0.0,0.0
manos,palabra,manos,,0.0,,neutral,0.0,0.0,0.0,0.0
obligar,palabra,obligar,,0.0,,negativa,-1.0,0.0,1.0,1.0
preocupar,palabra,preocupar,,0.0,,negativa,-1.0,0.0,1.0,1.0
vacio,palabra,vacio,,0.0,,negativa,-1.0,0.0,1.0,1.0
muchisimo,palabra,muchisimo,,0.0,,neutral,0.0,0.0,0.0,0.0
jesucristo,palabra,jesucristo,,0.0,,neutral,0.0,0.0,0.0,0.0
preparado,palabra,preparado,,0.0,,positiva,1.0,1.0,0.0,1.0
indigena,palabra,indigena,,0.0,,neutral,0.0,0.0,0.0,0.0
cargar,palabra,cargar,,0.0,,negativa,-1.0,0.0,1.0,1.0
basta,palabra,basta,,0.0,,positiva,1.0,1.0,0.0,1.0
arrastrar,palabra,arrastrar,,0.0,,negativa,-1.0,0.0,1.0,1.0
taco,palabra,taco,,0.0,,neutral,0.0,0.0,0.0,0.0
cubrir,palabra,cubrir,,0.0,,neutral,0.0,0.0,0.0,0.0
estudiar,palabra,estudiar,,0.0,,neutral,0.0,0.0,0.0,0.0
narrativa,palabra,narrativa,,0.0,,neutral,0.0,0.0,0.0,0.0
enterar,palabra,enterar,,0.0,,neutral,0.0,0.0,0.0,0.0
huevon,palabra,huevon,,0.0,,neutral,0.0,0.0,0.0,0.0
mision,palabra,mision,,0.0,,neutral,0.0,0.0,0.0,0.0
destino,palabra,destino,,0.0,,positiva,1.0,1.0,0.0,1.0
diaz,palabra,diaz,,0.0,,neutral,0.0,0.0,0.0,0.0
frank,palabra,frank,,0.0,,neutral,0.0,0.0,0.0,0.0
extorsionador,palabra,extorsionador,Corrupcion,0.6996,Corrupcion | Delitos,neutral,0.0,0.0,0.0,1.0
actitud,palabra,actitud,,0.0,,neutral,0.0,0.0,0.0,0.0
coraje,palabra,coraje,,0.0,,positiva,1.0,1.0,0.0,1.0
encarcelar,palabra,encarcelar,,0.0,,negativa,-1.0,0.0,1.0,1.0
desaparicion,palabra,desaparicion,Delitos,0.7651,Delitos,neutral,0.0,0.0,0.0,1.0
xochitl,palabra,xochitl,,0.0,,neutral,0.0,0.0,0.0,0.0
traicionar,palabra,traicionar,,0.0,,negativa,-1.0,0.0,1.0,1.0
naci,palabra,naci,,0.0,,neutral,0.0,0.0,0.0,0.0
animar,palabra,animar,,0.0,,positiva,1.0,1.0,0.0,1.0
paisano,palabra,paisano,,0.0,,neutral,0.0,0.0,0.0,0.0
pintar,palabra,pintar,,0.0,,neutral,0.0,0.0,0.0,0.0
caido,palabra,caido,,0.0,,negativa,-1.0,0.0,1.0,1.0
fallar,palabra,fallar,,0.0,,neutral,0.0,0.0,0.0,0.0
ventana,palabra,ventana,,0.0,,neutral,0.0,0.0,0.0,0.0
lagrima,palabra,lagrima,,0.0,,neutral,0.0,0.0,0.0,0.0
perfil,palabra,perfil,,0.0,,neutral,0.0,0.0,0.0,0.0
parejo,palabra,parejo,,0.0,,neutral,0.0,0.0,0.0,0.0
misericordia,palabra,misericordia,,0.0,,positiva,1.0,1.0,0.0,1.0
regreso,palabra,regreso,,0.0,,negativa,-1.0,0.0,1.0,1.0
shembaum,palabra,shembaum,,0.0,,neutral,0.0,0.0,0.0,0.0
prohibido,palabra,prohibido,,0.0,,negativa,-1.0,0.0,1.0,1.0
ustedes,palabra,ustedes,,0.0,,neutral,0.0,0.0,0.0,0.0
novio,palabra,novio,,0.0,,positiva,1.0,1.0,0.0,1.0
exactamente,palabra,exactamente,,0.0,,positiva,1.0,1.0,0.0,1.0
agosto,palabra,agosto,,0.0,,neutral,0.0,0.0,0.0,0.0
amigos,palabra,amigos,,0.0,,neutral,0.0,0.0,0.0,0.0
senoro,palabra,senoro,,0.0,,neutral,0.0,0.0,0.0,0.0
corregir,palabra,corregir,,0.0,,positiva,1.0,1.0,0.0,1.0
cochinero,palabra,cochinero,Basura,0.6944,Basura,neutral,0.0,0.0,0.0,1.0
mona,palabra,mona,,0.0,,negativa,-1.0,0.0,1.0,1.0
estar,palabra,estar,,0.0,,neutral,0.0,0.0,0.0,0.0
amante,palabra,amante,,0.0,,mixta,0.0,1.0,1.0,1.0
elegante,palabra,elegante,,0.0,,positiva,1.0,1.0,0.0,1.0
moda,palabra,moda,,0.0,,neutral,0.0,0.0,0.0,0.0
callado,palabra,callado,,0.0,,positiva,1.0,1.0,0.0,1.0
ola,palabra,ola,,0.0,,neutral,0.0,0.0,0.0,0.0
querida,palabra,querida,,0.0,,neutral,0.0,0.0,0.0,0.0
extremo,palabra,extremo,,0.0,,neutral,0.0,0.0,0.0,0.0
recomendacion,palabra,recomendacion,,0.0,,positiva,1.0,1.0,0.0,1.0
borracho,palabra,borracho,,0.0,,negativa,-1.0,0.0,1.0,1.0
militares,palabra,militares,,0.0,,neutral,0.0,0.0,0.0,0.0
habilidad,palabra,habilidad,,0.0,,positiva,1.0,1.0,0.0,1.0
bordo,palabra,bordo,,0.0,,neutral,0.0,0.0,0.0,0.0
pas,palabra,pas,,0.0,,neutral,0.0,0.0,0.0,0.0
presidento,palabra,presidento,,0.0,,neutral,0.0,0.0,0.0,0.0
vibora,palabra,vibora,,0.0,,negativa,-1.0,0.0,1.0,1.0
progresar,palabra,progresar,Obras,0.5054,Obras,positiva,1.0,1.0,0.0,1.0
reptil,palabra,reptil,,0.0,,neutral,0.0,0.0,0.0,0.0
dia,palabra,dia,,0.0,,neutral,0.0,0.0,0.0,0.0
gracias,palabra,gracias,,0.0,,positiva,1.0,1.0,0.0,1.0
familia,palabra,familia,,0.0,,neutral,0.0,0.0,0.0,0.0
apoyo,palabra,apoyo,,0.0,,positiva,1.0,1.0,0.0,1.0
vivir,palabra,vivir,,0.0,,neutral,0.0,0.0,0.0,0.0
nino,palabra,nino,,0.0,,neutral,0.0,0.0,0.0,0.0
amor,palabra,amor,,0.0,,positiva,1.0,1.0,0.0,1.0
esperar,palabra,esperar,,0.0,,positiva,1.0,1.0,0.0,1.0
compartir,palabra,compartir,,0.0,,neutral,0.0,0.0,0.0,0.0
nina,palabra,nina,,0.0,,neutral,0.0,0.0,0.0,0.0
corazon,palabra,corazon,,0.0,,positiva,1.0,1.0,0.0,1.0
necesitar,palabra,necesitar,,0.0,,neutral,0.0,0.0,0.0,0.0
alegria,palabra,alegria,,0.0,,positiva,1.0,1.0,0.0,1.0
clabe,palabra,clabe,,0.0,,neutral,0.0,0.0,0.0,0.0
tarjeta,palabra,tarjeta,,0.0,,neutral,0.0,0.0,0.0,0.0
noche,palabra,noche,,0.0,,neutral,0.0,0.0,0.0,0.0
contar,palabra,contar,,0.0,,neutral,0.0,0.0,0.0,0.0
agradecer,palabra,agradecer,,0.0,,positiva,1.0,1.0,0.0,1.0
ayuda,palabra,ayuda,,0.0,,neutral,0.0,0.0,0.0,0.0
encontrar,palabra,encontrar,,0.0,,neutral,0.0,0.0,0.0,0.0
amigo,palabra,amigo,,0.0,,neutral,0.0,0.0,0.0,0.0
palabra,palabra,palabra,,0.0,,neutral,0.0,0.0,0.0,0.0
familiar,palabra,familiar,,0.0,,neutral,0.0,0.0,0.0,0.0
tarde,palabra,tarde,,0.0,,neutral,0.0,0.0,0.0,0.0
navidad,palabra,navidad,,0.0,,neutral,0.0,0.0,0.0,0.0
regalo,palabra,regalo,,0.0,,neutral,0.0,0.0,0.0,0.0
convivencia,palabra,convivencia,,0.0,,neutral,0.0,0.0,0.0,0.0
humano,palabra,humano,,0.0,,positiva,1.0,1.0,0.0,1.0
esperanza,palabra,esperanza,,0.0,,neutral,0.0,0.0,0.0,0.0
hogar,palabra,hogar,,0.0,,neutral,0.0,0.0,0.0,0.0
navideno,palabra,navideno,,0.0,,neutral,0.0,0.0,0.0,0.0
carino,palabra,carino,,0.0,,positiva,1.0,1.0,0.0,1.0
adulto,palabra,adulto,,0.0,,neutral,0.0,0.0,0.0,0.0
sueno,palabra,sueno,,0.0,,neutral,0.0,0.0,0.0,0.0
dificil,palabra,dificil,,0.0,,neutral,0.0,0.0,0.0,0.0
encendido,palabra,encendido,Alumbrado,0.7501,Alumbrado,neutral,0.0,0.0,0.0,1.0
pino,palabra,pino,,0.0,,neutral,0.0,0.0,0.0,0.0
toby,palabra,toby,,0.0,,neutral,0.0,0.0,0.0,0.0
contento,palabra,contento,,0.0,,positiva,1.0,1.0,0.0,1.0
bendiciones,palabra,bendiciones,,0.0,,neutral,0.0,0.0,0.0,0.0
solidaridad,palabra,solidaridad,,0.0,,positiva,1.0,1.0,0.0,1.0
sabado,palabra,sabado,,0.0,,neutral,0.0,0.0,0.0,0.0
amiga,palabra,amiga,,0.0,,neutral,0.0,0.0,0.0,0.0
cuentas,palabra,cuentas,,0.0,,neutral,0.0,0.0,0.0,0.0
sano,palabra,sano,,0.0,,positiva,1.0,1.0,0.0,1.0
donacion,palabra,donacion,,0.0,,neutral,0.0,0.0,0.0,0.0
viaje,palabra,viaje,,0.0,,neutral,0.0,0.0,0.0,0.0
convivir,palabra,convivir,,0.0,,neutral,0.0,0.0,0.0,0.0
diversion,palabra,diversion,,0.0,,positiva,1.0,1.0,0.0,1.0
febrero,palabra,febrero,,0.0,,neutral,0.0,0.0,0.0,0.0
especialmente,palabra,especialmente,,0.0,,neutral,0.0,0.0,0.0,0.0
infinito,palabra,infinito,,0.0,,neutral,0.0,0.0,0.0,0.0
espiritu,palabra,espiritu,,0.0,,neutral,0.0,0.0,0.0,0.0
bebe,palabra,bebe,,0.0,,neutral,0.0,0.0,0.0,0.0
kongjiro,palabra,kongjiro,,0.0,,neutral,0.0,0.0,0.0,0.0
thomaskong,palabra,thomaskong,,0.0,,neutral,0.0,0.0,0.0,0.0
jardin,palabra,jardin,,0.0,,neutral,0.0,0.0,0.0,0.0
divertido,palabra,divertido,,0.0,,positiva,1.0,1.0,0.0,1.0
diana,palabra,diana,,0.0,,positiva,1.0,1.0,0.0,1.0
edicion,palabra,edicion,,0.0,,neutral,0.0,0.0,0.0,0.0
mandir,palabra,mandir,,0.0,,neutral,0.0,0.0,0.0,0.0
padrisimo,palabra,padrisimo,,0.0,,neutral,0.0,0.0,0.0,0.0
universo,palabra,universo,,0.0,,neutral,0.0,0.0,0.0,0.0
santiago,palabra,santiago,,0.0,,neutral,0.0,0.0,0.0,0.0
proponer,palabra,proponer,,0.0,,negativa,-1.0,0.0,1.0,1.0
angeles,palabra,angeles,,0.0,,neutral,0.0,0.0,0.0,0.0
adios,palabra,adios,,0.0,,neutral,0.0,0.0,0.0,0.0
reclamo,palabra,reclamo,,0.0,,neutral,0.0,0.0,0.0,0.0
album,palabra,album,,0.0,,neutral,0.0,0.0,0.0,0.0
recuperacion,palabra,recuperacion,Delitos,0.8025,Delitos,positiva,1.0,1.0,0.0,1.0
morenita,palabra,morenita,,0.0,,neutral,0.0,0.0,0.0,0.0
caja,palabra,caja,,0.0,,neutral,0.0,0.0,0.0,0.0
lanzamiento,palabra,lanzamiento,,0.0,,neutral,0.0,0.0,0.0,0.0
atropello,palabra,atropello,Vialidad,0.6267,Vialidad,negativa,-1.0,0.0,1.0,1.0
solito,palabra,solito,,0.0,,neutral,0.0,0.0,0.0,0.0
queja,palabra,queja,,0.0,,negativa,-1.0,0.0,1.0,1.0
piedra,palabra,piedra,,0.0,,negativa,-1.0,0.0,1.0,1.0
entrenar,palabra,entrenar,,0.0,,neutral,0.0,0.0,0.0,0.0
ampliacion,palabra,ampliacion,Obras,0.7948,Obras,neutral,0.0,0.0,0.0,1.0
guerrera,palabra,guerrera,,0.0,,neutral,0.0,0.0,0.0,0.0
cerramos,palabra,cerramos,,0.0,,neutral,0.0,0.0,0.0,0.0
negligencia,palabra,negligencia,,0.0,,negativa,-1.0,0.0,1.0,1.0
disfruter,palabra,disfruter,,0.0,,neutral,0.0,0.0,0.0,0.0
desesperacion,palabra,desesperacion,,0.0,,negativa,-1.0,0.0,1.0,1.0
cris,palabra,cris,,0.0,,neutral,0.0,0.0,0.0,0.0
tanque,palabra,tanque,,0.0,,negativa,-1.0,0.0,1.0,1.0
little,palabra,little,,0.0,,neutral,0.0,0.0,0.0,0.0
apasionado,palabra,apasionado,,0.0,,positiva,1.0,1.0,0.0,1.0
tamara,palabra,tamara,,0.0,,neutral,0.0,0.0,0.0,0.0
ambiente,palabra,ambiente,,0.0,,neutral,0.0,0.0,0.0,0.0
medio,palabra,medio,,0.0,,neutral,0.0,0.0,0.0,0.0
quedar,palabra,quedar,,0.0,,neutral,0.0,0.0,0.0,0.0
existir,palabra,existir,,0.0,,neutral,0.0,0.0,0.0,0.0
mexicanos,palabra,mexicanos,,0.0,,neutral,0.0,0.0,0.0,0.0
area,palabra,area,,0.0,,neutral,0.0,0.0,0.0,0.0
verde,palabra,verde,,0.0,,negativa,-1.0,0.0,1.0,1.0
desfile,palabra,desfile,,0.0,,negativa,-1.0,0.0,1.0,1.0
revolucion,palabra,revolucion,,0.0,,neutral,0.0,0.0,0.0,0.0
trabajador,palabra,trabajador,Obras,0.9367,Obras,positiva,1.0,1.0,0.0,1.0
mexicana,palabra,mexicana,,0.0,,neutral,0.0,0.0,0.0,0.0
bendigar,palabra,bendigar,,0.0,,neutral,0.0,0.0,0.0,0.0
libro,palabra,libro,,0.0,,neutral,0.0,0.0,0.0,0.0
porunavidasexy,palabra,porunavidasexy,,0.0,,neutral,0.0,0.0,0.0,0.0
stand,palabra,stand,,0.0,,neutral,0.0,0.0,0.0,0.0
cuidir,palabra,cuidir,,0.0,,neutral,0.0,0.0,0.0,0.0
negro,palabra,negro,,0.0,,negativa,-1.0,0.0,1.0,1.0
inutil,palabra,inutil,,0.0,,negativa,-1.0,0.0,1.0,1.0
tren,palabra,tren,,0.0,,neutral,0.0,0.0,0.0,0.0
hidalgo,palabra,hidalgo,,0.0,,neutral,0.0,0.0,0.0,0.0
genial,palabra,genial,,0.0,,positiva,1.0,1.0,0.0,1.0
casas,palabra,casas,,0.0,,neutral,0.0,0.0,0.0,0.0
complice,palabra,complice,Corrupcion,0.7657,Corrupcion,negativa,-1.0,0.0,1.0,1.0
acceso,palabra,acceso,,0.0,,neutral,0.0,0.0,0.0,0.0
arbol,palabra,arbol,,0.0,,neutral,0.0,0.0,0.0,0.0
sembrar,palabra,sembrar,,0.0,,neutral,0.0,0.0,0.0,0.0
mante,palabra,mante,,0.0,,neutral,0.0,0.0,0.0,0.0
justificar,palabra,justificar,,0.0,,neutral,0.0,0.0,0.0,0.0
provocar,palabra,provocar,,0.0,,negativa,-1.0,0.0,1.0,1.0
demasiado,palabra,demasiado,,0.0,,neutral,0.0,0.0,0.0,0.0
rosa,palabra,rosa,,0.0,,neutral,0.0,0.0,0.0,0.0
villa,palabra,villa,,0.0,,neutral,0.0,0.0,0.0,0.0
diputado,palabra,diputado,,0.0,,neutral,0.0,0.0,0.0,0.0
alli,palabra,alli,,0.0,,neutral,0.0,0.0,0.0,0.0
alimento,palabra,alimento,,0.0,,positiva,1.0,1.0,0.0,1.0
peligroso,palabra,peligroso,,0.0,,negativa,-1.0,0.0,1.0,1.0
afuera,palabra,afuera,,0.0,,neutral,0.0,0.0,0.0,0.0
lengua,palabra,lengua,,0.0,,neutral,0.0,0.0,0.0,0.0
cuanta,palabra,cuanta,,0.0,,neutral,0.0,0.0,0.0,0.0
help,palabra,help,,0.0,,neutral,0.0,0.0,0.0,0.0
people,palabra,people,,0.0,,neutral,0.0,0.0,0.0,0.0
sonrisa,palabra,sonrisa,,0.0,,positiva,1.0,1.0,0.0,1.0
radio,palabra,radio,,0.0,,neutral,0.0,0.0,0.0,0.0
modos,palabra,modos,,0.0,,neutral,0.0,0.0,0.0,0.0
positivo,palabra,positivo,,0.0,,positiva,1.0,1.0,0.0,1.0
sentar,palabra,sentar,,0.0,,neutral,0.0,0.0,0.0,0.0
certificado,palabra,certificado,,0.0,,neutral,0.0,0.0,0.0,0.0
despicadora,palabra,despicadora,,0.0,,neutral,0.0,0.0,0.0,0.0
avila,palabra,avila,,0.0,,neutral,0.0,0.0,0.0,0.0
camacho,palabra,camacho,,0.0,,neutral,0.0,0.0,0.0,0.0
palo,palabra,palo,,0.0,,negativa,-1.0,0.0,1.0,1.0
felices,palabra,felices,,0.0,,neutral,0.0,0.0,0.0,0.0
comision,palabra,comision,,0.0,,neutral,0.0,0.0,0.0,0.0
ciento,palabra,ciento,,0.0,,neutral,0.0,0.0,0.0,0.0
nepotismo,palabra,nepotismo,Corrupcion,0.6926,Corrupcion,negativa,-1.0,0.0,1.0,1.0
apoyamos,palabra,apoyamos,,0.0,,neutral,0.0,0.0,0.0,0.0
mentirosa,palabra,mentirosa,Corrupcion,0.7538,Corrupcion,negativa,-1.0,0.0,1.0,1.0
miente,palabra,miente,,0.0,,neutral,0.0,0.0,0.0,0.0
secundaria,palabra,secundaria,,0.0,,neutral,0.0,0.0,0.0,0.0
larga,palabra,larga,,0.0,,neutral,0.0,0.0,0.0,0.0
mira,palabra,mira,,0.0,,neutral,0.0,0.0,0.0,0.0
troca,palabra,troca,,0.0,,neutral,0.0,0.0,0.0,0.0
