contexto_id,plataforma,n_mensajes_utiles,n_lemas,lemas
Medios|https://www.milenio.com/estados/choque-en-tampico-deja-a-tres-personas-lesionadas,Medios,1,81,persona resultar gravemente lesionado chocar unidad transportar arbol colonia morelos especificamente calle heriberto jara emiliano zapata ejidatarios tampico herido chocar arbol pierna derecho semiamputado retirar entrar shock llegar bordo proteccion quedar tirado esquina abril voluntarios zona sur tamaulipas atender situacion emergencia lograr estabilizar persona encontrar etilico posteriormente trasladar hospital ambulancia crum fuerte impacto red social arrojar dato preliminar atropellar sujeto bordo proteccion huir impactar objeto fijo continuar indagatoria entrevista testigo hombre perder pierna salir camioneta siniestrado pie atender paramedico calle abril
Medios|https://oem.com.mx/elsoldetampico/local/crecida-del-rio-bravo-tendra-dos-picos-en-tamaulipas-podria-alcanzar-los-tres-metros-31152463,Medios,1,21,localjueves julio crecida rio bravo pico tamaulipas alcanzar metro prever incremento nivel julio cierre preventivo area recreativa vigilancia permanente mariela macay
Medios|https://www.milenio.com/comunidad/tren-impacta-tractocamion-entrada-petrocel-altamira-tamaulipa,Medios,1,97,tractocamion impactar locomotora manana miercoles julio ocurrir tren tratar ingresar terreno empresa petrocel ubicado altamira tamaulipas percance afortunadamente dejar dano material advertencia transito ocurrir siniestro ocurrir hora acceso principal planta unidad carga encontrar detenido operador filtro seguridad obtener ingresar inmediacion empresa tractocamion permanecer via tren recibir impacto directo plano locomotora colision unidad terminar volcado area via acudir autoridad transito tramite correspondiente reportar persona lesionado causa percance atento llamado operador accidente perito transito altamira alberto lopez pedir operador unidad pesado verificar vehiculo contar espacio suficiente cruzar via ferroviario ingresar sitio empresa evitar situacion similar acabar accidente magnitud rceh
Medios|https://www.milenio.com/negocios/financial-times/asha-sharma-ceo-xbox-redefine-futuro-videojuegos,Medios,1,108,asha sharma gamer empedernido febrero convertir directora xbox empresa videojuego grande mundo semana recurrir medida drastico cualquiera ceo temer despido masivo anunciado mes asumir puesto alto perfil decision recortar puesto cerrar estudio videojuego culminar mes frenetico jefa ano division xbox microsoft imperio abarcar consola videojuego exito call duty minecraft candy crush principios ano satya nadella ceo microsoft ascender sharma relativo anonimato encargar arreglar dificil division videojuego compania falta experiencia previo mujer ocupar puesto directivo industria unido enfrentar acusacion misoginia piers analista industria videojuego ampere analysis calificar nombramiento decisivo significativo agudeza intelectual trayectoria sharma cima mundo inusual ocupar puesto operativo tecnico responsabilidad compania tecnologia facebook aplicacion reparto instacart persona
Medios|https://www.milenio.com/negocios/financial-times/pymes-clave-elevar-competitividad-mexico-ccmx,Medios,1,103,contexto marcado reconfiguracion cadena suministro revision tratado comercial mexico unidos canada avance inteligencia artificial micro pequeno mediano empresa enfrentar reto elevar competitividad economia exigente entrevista milenio juan carlos ostolaza cortes director general centro competitividad mexico ccmx explicar iniciativa consejo mexicano negocios impulsar profesionalizacion pequeno mediano empresa pymes conectar cadena grande empresa preparar aprovechar oportunidad ofrecer escenario economico nacional internacional objetivo ayudar pymes profesional consecuencia competitivo directivo oportunidad abrir pymes revision cambio comercio internacional entender correctamente implicar revision hablar revision periodico tratado seguir vigente ano posibilidad ano adicional alla realmente importante observar cambiar entorno economico mundial hablar cadena mundial transicion cadena regional representar oportunida
Medios|https://oem.com.mx/elsoldetampico/local/el-rio-panuco-se-llena-de-fe-con-la-procesion-de-la-virgen-del-carmen-31153372,Medios,1,23,localjueves julio rio panuco llenar procesion virgen carmen edicion celebracion concluir monumento patrona pescador continuar festejo liturgico silvia rangel antonio sosa sol tampico
Medios|https://www.milenio.com/estados/detienen-a-ernesto-ruffo-appel-exgobernador-de-bc,Medios,1,113,fiscalia general republica fgr aprehendeir exgobernador baja california ernesto ruffo appel presunto responsabilidad delito delincuencia organizado contrabar acuerdo institucion resultar investigacion alto complejidad relacionado grande operacion contrabando combustible empresa fundado donde detener ernesto ruffo fgr indicar solicitar obtener orden aprehension mencionado delito cumplimentar tarde jueves julio ensenada baja california captura ultimahora milenio july detener ernesto ruffo exgobernador baja california delincuencia organizado contrabar informacion fernando robles milenionoticias investigar ruffo appel exprimer gobernador oposicion pais investigar autoridad federal participacion accionista mayoritario empresa ingemar firma relacionar aseguramiento millon litro hidrocarburo transportado ferrotanques coahuila presuntamente relacionado huachicol fiscal ruffo appel manifestar publicamente empresa unicamente manejar logistica importacion papeleo aduanal frontera hija ernesto hector osuna llegar fgr detencion
Medios|https://www.milenio.com/policia/ernesto-ruffo-exgobernador-bc-detenido-huachicol,Medios,1,110,ernesto ruffo appel exgobernador baja california detener comision delito delincuencia organizado contrabar contar exlegislador senalamiento ernesto ruffo nacido san diego unidos nacionalidad mexicano ruffo appel formar licenciado administracion empresas instituto tecnologico estudios superiores monterrey itesm incorporar fila partido accion nacional pan ano presidente municipal ensenada ruffo appel gobernador oposicion historia mexico ganar gubernatura baja california postulado partido accion nacional pan julio ciento voto favor panista inaugurar alternancia politico pais grado ano pri gobernar entidad ano gubernatura ruffo probar exito electoral ganar presidencia municipal ensenada carta presentacion gobierno marcado asesinato luis donaldo colosio ocurrido lomas taurinas tijuana marzo friccion politica vivir epoca oposicion movimiento social pinos senalar instancia responsable magnicidio tarde
TikTok|https://www.tiktok.com/@israelponceporstreaming,TikTok,2,19,tampico alcaldesa monica villarreal cumplir obra anehlado vecino ano tampico jornada limpieza descacharrizacion alcaldesa monica villarreal recorrer colonia supervisar
Twitter|https://x.com/EleeseNoticias/status/2077870973068415406,Twitter,1,16,monica villarreal experiencia turistico tampico nivel impactante exposicion bodies descubrir fascinante mundo cuerpo humano cdvictoria tamaulipas
Medios|https://www.milenio.com/policia/quienes-son-los-funcionarios-vinculados-a-huachicol-fiscal-en-mexico,Medios,1,113,detencion ernesto ruffo exgobernador baja california presunto participacion delito delincuencia organizado contrabar combustible reavivar controversia generado caso politico alto funcionario gobierno mexicano vincular huachicol fiscal denominar robo hidrocarburo caer delito contar proceso judicial relevante detener ernesto ruffo appel caso reciente senalar fiscalia general republica fgr aprehendeir exgobernador baja california ernesto ruffo appel presunto responsabilidad delito delincuencia organizado contrabar acuerdo institucion resultar investigacion alto complejidad relacionado grande operacion contrabando combustible empresa fundado fgr indicar obtener orden aprehension mencionado delito cumplimentar tarde jueves julio ensenada baja california exprimer gobernador oposicion pais investigar autoridad federal participacion accionista mayoritario empresa ingemar firma relacionar aseguramiento millon litro hidrocarburo transportado ferrotanques coahuila presuntamente relacionado huachicol fiscal caso huachicol adu
Medios|https://www.milenio.com/estados/caso-zayda-merari-tamaulipas-cronologia-desaparicion-localizacion,Medios,1,109,zayda merari joven victorense ano edad testigo carne inseguridad consumir dia sociedad vivir incertidumbre llegar casa secuestrar capital tamaulipeco posteriormente liberar dia busqueda familiar amigo autoridad fiscalia general oficial localizacion vida miercoles julio brindar detalle posterior declaracion mujer red social quitar presunto falso acusasion atribuir comunidad aclarar historia final lamentablemente llegar contar dia desaparicion viernes julio merari moya salir jornada laboral dia decidir comprar cena hermano residencia acuerdo declaracion secuestrar acuerdo report camioneta blanco deportivo localizar fiscalia puerta abierto calle ciudad victoria pesadilla desaparicion invadir cercano tregua ocurrido sembrar rumor difamacion causa ausencia red social confirmar red social amigo conocido familiar comenzar compartir ficha busqueda zayda obtener respuesta comunidad
Medios|https://www.milenio.com/estados/sentencian-a-marlon-botas-feminicida-montserrat-bendimes-en-veracruz,Medios,1,112,marlon botas condenar ano prision delito feminicidio novia monserrat bendimes abril julio determinar joven culpable delito tarde aplicar sentencia maximo marcar codigo penal veracruz delito ocurrir feminicidio monserrat acuerdo fiscalia general fge veracruz ocurrir abril marlon golpear novia montserrat casa fraccionamiento casas tamsa boca rio botas causar herida grave pareja ingresar centro medico fallecer noviembre causa fractura golpe craneo cuello cabe senalar padre marlon ayudar mover montserrat marzo vincular proceso considerar existir prueba contundente participacion prestar ayuda cometer delito feminicidio juez ordenar mes ley monse sancionar encubridor aprobado veracruz octubre ley monse buscar sancionar encubrar feminicidas tipificar delito ayudar agresor escapar familia monserrat considerar positivo aprobacion iniciativa evitar familia pasar pasar rdr
Medios|https://oem.com.mx/elsoldetampico/tags/temas/ayuntamientos/archive-3?app=true,Medios,1,93,abril laredo preparar operativo especial semana santa incluir vigilancia diversion abril ciudad madero exhortan turista denunciar mal actuar servidor publico abril spiderman aparecer solicitud transparencia ciudad madero febrero francisco madero tampico accion buscar febrero superior pesos tampico precio seguir regla puntilla febrero historiador altamira hospitalizado solicitar donador sangre enero tampico rendir informe dia administracion sede fecha detalle enero basura tampico ayuntamiento anunciar ampliacion flota camion amenazar muerte director academia militarizada doenitz temer seguridad mundomuseo louvre reabrir publico galeria apolo obra joya nueves mes robo mundopakistan advertir fuerza proteger barco mar rojo amenazado huities
Medios|https://www.milenio.com/negocios/ingemar-empresa-vinculada-huachicol-fiscal-dedica,Medios,1,104,ingemar empresa fundado gobierno expresidente enrique pena nieto ligar presunto participacion contrabando hidrocarburo conocido huachicol fiscal senalar factura documento bitacora falso empresa ingemar dedicar importacion comercializacion combustible contar infraestructura portuario tarde julio ernesto ruffo exgobernador baja california detener ensenada elemento secretaria seguridad proteccion ciudadana sspc presunto nexo huachicol fiscal acuerdo tarjeta informativo gabinete seguridad ruffo appel investigar relacionado grande operacion contrabando combustible empresa ruffo accionista mayoritario empresa ingemar pese exfuncionario dedicar manejo logistica importacion papeleo aduanal frontera caso huachicol involucrado ingemar caso ingemar firma relacionado entrada irregular millon litro hidrocarburo asegurar operativo coahuila transportar ferrotanques accion unidad contar documento acreditar legal traslado procedencia licito
Medios|https://www.milenio.com/policia/vuelca-camioneta-con-gas-lp-en-tampico,Medios,1,109,camioneta cargado litro gas volcar tarde jueves libramiento poniente tampico provocar movilizacion cuerpo emergencia riesgo representar carga accidente registrar fuga combustible evitar situacion peligro percance ocurrir frente hotel unidad circular norte sur vialidad ocurrir volcadura camioneta gas acuerdo conductor accidente originar presunto falla mecanico sistema freno perdida control unidad decidir acotamiento velocidad terminar volcar camioneta quedar recostado conductor derramar aceite diesel carpeta asfaltico lesionado report tanque transportar ciento capacidad presentar fuga operador lograr cerrar valvula seguridad situacion agravar conductor lograr salir pie unidad unicamente sufrir lesion accion cuerpo emergencia sitio acudir elemento bomberos voluntarios tamaulipas brigada voluntarios accidentes viales brindar auxilio operador inspeccion descartar riesgo derivado carga gas posteriormente
Medios|https://oem.com.mx/elsoldetampico/local/empresa-bm-offshore-inicia-contratacion-en-tampico-apuesta-por-el-ingles-y-la-economia-rosa-31152881,Medios,1,26,localjueves julio empresa sbm offshore iniciar contratacion tampico apostar ingles economia rosa firma sbm offshore proveedora yacimiento cinturon plegado perdido ubicado frente costas matamoros maria macias
Medios|https://oem.com.mx/elsoldetampico/tags/temas/ricardo-monreal/archive-9?page=8,Medios,1,44,junio ministro confirmar participacion foro reforma judicial monreal marzo ayotzinapa pedir ricardo monreal canal dialogo presidencia amenazar muerte director academia militarizada doenitz temer seguridad locallocalizacion persona deteccion explosivo marina reconocer binomio canino dia mundial perro tendenciasde novio bibi memo viral dejar guillermo ochoa carrera
Medios|https://oem.com.mx/elsoldetampico/deportes/jaiba-brava-inicio-visorias-para-la-liga-filial-tdp-seleccionaron-a-30-de-los-mas-de-200-postulantes-31155208,Medios,1,21,deportesjuev julio jaiba brava inicio visoria liga filial tdp seleccionar postulant equipo sur tamaulipas prueba tercero division unidad deportiva gustavo corona
Twitter|https://x.com/RevistaDebateMX/status/2077943776769696223,Twitter,1,12,tampico sumar jornada limpieza prevenir enfermedad mantener colonia saludable tampico revistadebate nota
Medios|https://oem.com.mx/elsoldetampico/local/ia-y-celulares-reducen-la-actividad-de-fotografos-tradicionales-en-tampico-buscan-reforzar-el-gremio-31157165,Medios,1,22,localjueves julio celular reducir actividad fotografo tradicional tampico buscar reforzar gremio union fotografos tampico buscar pese disminucion interes generacion gremio yadira hernandez
Medios|https://www.milenio.com/estados/cabeza-vaca-responde-claudia-sheinbaum-orden-aprehension,Medios,1,106,exgobernador tamaulipas francisco garcia cabeza vaca responder presidenta claudia sheinbaum mandataria federal reiterar existir orden aprehension vigente sostener autoridad mexicano mantener solicitud extradicion enfrentar justicia pais conferencia matutina sheinbaum afirmar exmandatario panista buscar fiscalia general republica fgr senalar proceso judicial continuar cuestionar falta respuesta unidos solicitud extradicion dia garcia cabeza vaca difundir posicionamiento rechazar declaracion presidenta asegurar caso utilizar politico equivocar presidenta mal informado permito personalmente utilizar nombre desviar atencion grave senalamiento unidos narcogobernador morena cabeza vaca negar profugo acusar persecucion politico exgobernador sostener profugo justicia afirmar defender derecho pais institucion mexicano dejar proceso imparcial escondo profugo justicia gobierno empenar negarmela anadir agotar recurso legal disponible
Twitter|https://x.com/VoxPopuliNoti/status/2077951178562847037,Twitter,1,18,consolida monica villarreal estrategia limpieza prevencion jornada colonia alcaldesa tampico reiterar continuar limpieza generacion entorno saludable tampico tamaulipas
Twitter|https://x.com/EleeseNoticias/status/2077957316213621066,Twitter,1,16,monica villarreal reforzar compromiso comunidad implementar jornada limpieza prevencion colonia firme entorno limpio seguro cdvictoria tamaulipas
Medios|https://oem.com.mx/elsoldetampico/local/inversion-millonaria-para-rehabilitacion-de-aceras-y-calles-del-centro-historico-de-tampico-31159496,Medios,1,28,localjueves julio inversion millonario rehabilitacion acera calle centro historico tampico recurso provenir reciente recuperacion concesion estacionamiento subterraneo maria macias recurso provenir reciente recuperacion concesion estacionamiento subterraneo maria macias
Medios|https://www.milenio.com/estados/fgr-revela-modus-operandi-red-huachicol-fiscal-vinculada-ernesto-ruffo,Medios,1,116,fiscalia general republica fgr lograr identificar grande red contrabando combustible detectada comenzar operar ingemar empresa fundado ernesto ruffo appel exgobernador baja california registrar ingreso flujo superior millon pesos nacional operacion divisa millon dolares ernestina godoy ramos titular fgr informar trama delictivo involucrado diverso empresa personal aduana solicitar juez federal orden aprehension cumplimentar exmandatario panista transporte ferroviario control aduanero modus operandi red huachicol fiscal mensaje medio godoy asegurar supuesto organizacion criminal utilizar carro tanque ferrocarril desarrollar operacion investigacion permitir establecer estructura comenzar operar empresa vinculado actividad servicio portuario dragado operacion puerto fundado ernesto aprehendir ensenada baja california empresa relacionado red dedicar formalmente importacion producto derivado petroleo introducir mercancia mexico unidos declarar cantidad menor real registrar producto difer
Medios|https://oem.com.mx/elsoldetampico/tags/temas/ayuntamientos/archive-3?page=4,Medios,1,87,diciembre abandono realidad adulto norte veracruz diciembre funcionario ciudad madero vacacion navidad diciembre tampico acudir ayuntamiento apagon alto tarifa luz septiembre altamira aprobar propuesta secretario tesorero contralor director obras publicas septiembre sesion ordinario cabildo ciudad madero nombramiento aprobado septiembre gonzalez rendir protesta alcalde ciudad madero prometer prosperidad desarrollo septiembre alcaldesa monica villarreal presentar eje gobierno septiembre liderar cabildo ciudad madero administracion amenazar muerte director academia militarizada doenitz temer seguridad costar regreso clase tamaulipas gasto meter complicacion economico familia finanzasdan respirar proveedor pemex tamaulipas lograr cobrar factura atrasado
Twitter|https://x.com/gruponoticiaspc/status/2077979474679800204,Twitter,1,19,consolida monica villarreal estrategia limpieza prevencion jornada colonia mantener limpio ciudad garantizar entorno saludable ayuntamiento tampico desarrollar jornada leer
Medios|https://oem.com.mx/elsoldetampico/deportes/el-futbol-y-sus-pasiones-15976423.html?app=true,Medios,1,102,deportesjuev julio futbol pasionesla victoria derrota cielo linkarticulo impresocompartirsigueno aficionados lealesseguridadsaludsociedadnotas relacionadasdeportesstrongman opcion practico deportivadeportespromocion grado dojo bushinkandeportesconvocan practica voleibol maderomas noticiasdeportesdel sur tamaulipas mar mediterraneo antonio portales despedir jaiba bravael tampiqueno cerrar breve estancia club tamaulipeco previo iniciar apertura leyenda guillermo ochoa anunciar retiro futbol mundialguillermo ochoa anunciar decision colgar guant ano futbolista entrenamiento cuidastir casa correcaminos perder amiga perrita nalael club compartir mensaje despedida lomito describir fiel leal alegredeportesjaque dominio tablero compitar sur tamaulipas ajedrezlos municipio competir sanamente maximo exponente deporte cienciamundial destrozar sueno argentina campeon mundoespana consagrar campeona mundo argentina gracias gol ferran torresdeportestamaulipas hazana seleccion mexicana final supercopa
Medios|https://oem.com.mx/elsoldetampico/local/lluvia-y-cielo-nublado-pronostico-del-tiempo-para-el-viernes-17-de-julio-31158284,Medios,1,28,localviernes julio lluvia cielo nublado pronostico viernes julio esperar temperatura maximo ambiente caluroso posibilidad tormenta electrico mario cruces esperar temperatura maximo ambiente caluroso posibilidad tormenta electrico mario cruces
Medios|https://oem.com.mx/elsoldetampico/ciencia-y-salud/inauguran-la-exposicion-bodies-en-tampico-un-viaje-al-interior-del-cuerpo-humano-sede-y-horario-31146165,Medios,1,28,ciencia saludjueves julio inaugurar exposicion bodies tampico viaje interior cuerpo humano sede horario muestra martes domingo hora prometer viaje conocimiento sistema oseo muscular circulatorio itzia rangole sol tampico
Medios|https://www.milenio.com/estados/extorsion-y-cobro-de-piso-golpean-a-comerciantes-de-ciudad-mante,Medios,1,104,ciudad mante delincuencia organizado imponer monopolio venta insumo papa huevo carbon cigarro cerveza comercio local consultado milenio prohibido proveedor obligado directamente estructura criminal vender producto sobreprecio frecuencia calidad deficiente situacion secreto voz hablar murmullo bambalina dueno negocio atrevir interponer denuncia formal escenario pueblo chico infierno grande falso bastar recibir visita representante cartel operar municipio problema generar cierre comercio ano centro municipio probable ciudad ubicado zona sur tamaulipas contar habitante principal vocacion siembra cana industrializacion azucar autoridad seguridad publica principal atractivo conexion san luis potosi cercania capital conect frontera zona peligroso entidad zetas llegar region orden crimen acuerdo diverso testimonio orden crimen organizado tajante adquirir
YouTube|https://www.youtube.com/watch?v=IvInp-PnigU,YouTube,10,40,noticia completo pan chayotero panista panista exgobernador huachicol lastima verguenza cara governador malo rocha perdon queeee partido puerco corrupto abian colgar saque mexico traidor importar mexico bolsillo caen pesecito tiburon seguir robar raro mexico pasar noticia ojala jamas salir rata
Facebook|https://www.facebook.com/monicavtampico/posts/pfbid02Jy88cgD56Sh2AYjBvZseRozem74PQ5o3yab8G2rVjiFgCSZCzMEmGjfSHipn7C37l,Facebook,3,57,accion administracion agua tratado planta tratamiento aguas residuales ptar utilizar riego parque jardin camellon evitar agua potable fortalecer compromiso sustentabilidad ciudad dormir secretaria servicios publicos seguir noche mantener area verde condicion labor silencioso fundamental cuidamos espacio protegemos recurso valioso agua construimos tampico sostenible futuro generacion tampicotecuida grande accion demostrar compromiso sustentabilidad cuidado medio ambiente opcion lic tampicotecuida
Facebook|https://www.facebook.com/monicavtampico/posts/pfbid02WFQEzrprxPrhhjRqAEZP4HCuoMaBJ1JhZ6mUvVRStJPsSC3XKVZPcT3LaQ2F7aSGl,Facebook,5,39,cumplir jornada descacharrizacion gracias equipo secretaria servicios publicos delegacion zona norte seguir avanzar limpieza colonia retirar tonelada basura especial contribuir prevencion enfermedad tampicotecuida entorno saludable merecemo felicidad jornada descacharrizacion esperar pronto lleguen enrique cardenas gonzalez lic monico excelente presidentar
Facebook|https://www.facebook.com/direcciondesarrolloeconomicotampico/posts/pfbid0k1HsEmpT4DEptfRJ7bdLBJ61jdMTedE9TKF1KzmBPZaEMfDuLBjxsgcLkBVN7vdXl,Facebook,1,47,representacion presidenta municipal monica zacil villarreal anaya honor asistir aniversario distribuidora electrica tamaulipas det importante aniversario reconocer decada crecimiento compromiso empresa contribuir desarrollo economico comercial ciudad fortalecer sector empresarial generar oportunidad tampico reiterar reconocimiento det ano trayectoria desear exito etapa enhorabuena decada iluminar presente conectar futuro tampicovacontodo
Medios|https://www.milenio.com/estados/proteccion-a-medicos-residentes-contra-acoso-en-tamaulipas,Medios,1,110,medico residente tamaulipas derecho jornada compatible bienestar periodo razonable descanso guardia prolongado proteccion acoso hostigamiento cualquiera forma maltrato acuerdo dictamen aprobado diputacion permanente incorporar capitulo especifico personal ley salud caso acoso sector salud milenio tamaulipas informar oportunidad comision estatal conciliacion arbitraje medico ano acudir profesional salud acosado medico residente senalar victima violencia laboral hospital adscribir dictamen aprobado citar estudio nacional mitad medico residente presentar sindrome burnout moderado severo sufrir acoso laboral referir investigacion identificar alto nivel agotamiento sintoma depresion pensamiento suicida personal medico formacion registro residente victima acoso abuso violencia existir estadistica especifico tamaulipas mexico diverso indicador mostrar maltrato residencia problema extendido investigacion publicado unam reportar personal encuestado manifestar sufrir
TikTok|https://www.tiktok.com/@info7tamps,TikTok,1,41,formar socavon obra abandonado comapa sur tampico socavon formar obra abandonado comapa sur ubicado norte tampico generar preocupacion vecino automovilista transitar zona habitante sector solicitar intervencion autoridad atender riesgo concluir registrir accidente seguir informado tamaulipas tampico tamaulipas comapasur socavon reporteciudadano infraestructura
Medios|https://www.milenio.com/estados/mejorar-red-calidad-agua-sur-tamaulipas,Medios,1,114,arreglo red suministro mejorar calidad agua apoyar gestion recurso instancia federal proyecto escala acuerdo tomado camara empresarial tampico comision municipal agua potable alcantarillado comapa reunion ente integrante consejo instituciones empresariales ciest encabezado titular marco cortes salazar plantear funcionario atender situacion afectar negocio requerir liquido operacion detener llegada inversion inmobiliario solicitar servicio secretario recursos hidraulicos estatal raul quiroga gerente francisco gonzalez casanova presidente agrupacion privado asegurar firmar compromiso obra reparacion tuberia tapar socavon remediar infraestructura obsoleto ano inquietud girar calidad elemento turbio llegar casa negocio aunado presion caso reportado comercio sector inmobiliario solicitar desarrollador requerir invertir explicar panorama situacion emergencia fuga socavon final compromiso solucion explicar avance presentado destacar reparacion fuga cifra superar detectado peri
Medios|https://oem.com.mx/elsoldetampico/tags/temas/alcaldesa/archive-2?page=2,Medios,1,58,junio abarrotar laguito inauguracion puente panoramico laredo junio sos cocodrilo experto pais buscar proteger especie tampico junio angeles hernandez recibir constancia alcaldesa electo pueblo viejo mayo nieto sumar morena norte veracruz denunciar hackeo abril laredo consolidar futuro instalar copladem participacion ciudadano empresarial febrero probaste tampico carta restaurante menu unico limitado amenazar muerte director academia militarizada doenitz temer seguridad
Medios|https://www.milenio.com/policia/reportan-muerte-menor-escuela-militar-ciudad-madero,Medios,1,111,manana viernes madre familia reportar muerte hija identificado dafne escuela militar ciudad madero tamaulipas acuerdo informacion preliminar menor perder vida presentar malestar convocar manifestacion instalacion fgj tampico exigir justicia caso presunto abuso violencia reportar fallecimiento menor instancia militar manana viernes madre familia denuncia publico escuela militar doenitz ciudad madero tamaulipas ingresar dia hija campamento recibir noticia muerte madrugada caso abuso agresion acuerdo madre alejandra quintos presunto caso violencia abuso derivado constante exigencia actividad version exponer video dafne marca fisico visible presunto llamada institucion salud menor video publicado fotografia menor recostado lesion labio voz debil hola mami caer vayar subir andar reina salud dafne declaracion alejandra institucion llamado salud dafne presentar malestar
Medios|https://www.milenio.com/negocios/financial-times/construccion-de-viviendas-accesibles-para-todos,Medios,1,105,situacion inquilino lograr acceder vivienda comprador primerizo frustrado politico pais desarrollado apostar solucion parecer evidente construir vivienda economico figura definir socialista alcalde york zohran mamdani ministro britanico andy burnham realmente querer vivienda asequible deber dejar comun atender evidencia promover cambio construccion vivienda alto empezar elevado costo construccion complejo entramado regulatorio frecuencia desarrollador privado dificultad grande proyecto vivienda social financieramente viable plan burnham construir asequible requerir millon dolares adicional ano subsidio quiza resultar sorprendente politico prometar costo finalmente construir burnham encabezar auge oferta habitacional gestion alcalde manchester desarrollo importante moderno edificio departamento altura precisamente proyecto sector izquierda populista soler criticar senalar sir richard leese exlider ayuntamiento
YouTube|https://www.youtube.com/watch?v=RlOr7yqOI2E,YouTube,3,46,seguir insistir pgr oido ojo dependencia ano investigacion huuum buque ano cartel inmobiliario ano humm lentitud gueyes seguidor morena bebe llave llave voltees alla sacar malo tape escandalo interno quedar empezar pri regresar alucinacion chupacabras ovnis congreso narco presidenta adan mario delgao andy amiguito barcos cuandoooooo
Instagram|https://www.instagram.com/p/Da3UPC2Jqq7/,Instagram,1,4,fervor religioso sur tamaulipas
Twitter|https://x.com/MonicaVTampico/status/2078180729503055918,Twitter,1,19,accion administracion utilizar agua tratado ptar regar parque jardin camellon proteger agua potable cuidamos area verde avanzar tampico sostenible
Medios|https://www.milenio.com/comunidad/dafne-quintos-muere-joven-academia-militarizada-doentiz-ciudad-madero,Medios,1,111,muerte dafne adolescente ano originario ciudad mante generar indignacion creciente exigencia justicia familia fallecer campamento verano organizado academia militarizada marina doenit ubicado ciudad madero acuerdo relato madre alejandra joven ingresar dia curso verano organizado institucion privado ubicado calle sarabia iniciar actividad vacacional terminar tragedia investigar fiscalia general justicia tamaulipas aviso muerte llamado signo vital alejandra declarar noche fallecimiento recibir llamada maestra plantel hija sentir mal presentar vomito perder control esfinter gravedad situacion pedir trasladar inmediato hospital solicitarar ambulancia asegurar responder menor encontrar estable unicamente asear dejar descansar minuto recibir llamado ocasion informar dafne desvanecir presentar signo vital pedir acudir inmediato ciudad madero conciliar sueno minuto hablar nina desvaneceir proteccion civil lle
Medios|https://oem.com.mx/elsoldetampico/tags/temas/alcaldias/archive-3?page=0,Medios,1,50,septiembre informe gobierno laredo tamaulipas fecha hora donde septiembre irrevocable confirmar carmen lilia canturosas alcaldesa electo laredo agosto proceso ciudad madero oseguera asegurar finanza sano junio constancia mayoria monica villarreal mensaje tampico amenazar muerte director academia militarizada doenitz temer seguridad gossipcarlos rivera cynthia rodriguez anunciar embarazo revelar sexo nombre integrante
Medios|https://oem.com.mx/elsoldetampico/analisis/de-bien-para-arriba-ailessphobia-31158767,Medios,1,25,analisisviernes julio ailessphobia opinion vertido articulo responsabilidad emitir casa editorial respetar libertad expresion columna noticias columna cartones loultimo newsletter quedar conversacion mandar correo resumen informativo
Medios|https://www.milenio.com/estados/director-academia-militar-ciudad-madero-declara,Medios,1,111,director academia militarizada marina doenitz jorge luis ponce pronunciar brindar declaracion reciente incidente ocurrido plantel menor ano perder vida presunto violencia titular academia mencionar accidente bano pasar academia militar doenitz noche jueves madrugada viernes reportar incidente academia militarizada marina doenitz ciudad madero tamaulipas menor edad identificado dafne perder vida presentar malestar preliminar madre asegurar dafne victima violencia presentar hematoma previo video menor enviar caer presunto accidente bano declaracion encargado academia militar joven llegar presentar malestar servicio medico requerir chequeo evaluacion coordinador asegurar medico atender detectar irregularidad aparentemente nina traer dolencia doctor atender detectar enfermera asimismo explicar corresponder accidente repente desvaneceir regadera despertar comentar responder cuestionamiento apoyo ayuda economico familia asegurar escuela
